Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
900,20.82,1.073,1.02,6.84,199.82,7.35,28.39,60,1.053,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
911,4.5,1.067,1.013,7.09,155.42,8.28,8,60,1.037,55,3,Specific Gravity,All Grain,0.35,20,American IPA
915,26,1.046,1.01,4.76,82.63,4.87,28,60,1.043,75,2.5,Specific Gravity,All Grain,0.75,16,American IPA
921,18.93,1.064,1.009,7.22,67.63,4.17,24.61,60,1.049,60,1.5,Specific Gravity,All Grain,0.5,22.22,American IPA
940,20.82,1.071,1.018,7.04,83.34,4.09,28.39,60,1.052,70,1.5,Specific Gravity,All Grain,0.75,20,American IPA
944,41.64,1.072,1.015,7.46,76,32.98,49.21,60,1.056,70,1.5,Specific Gravity,All Grain,0.5,19.44,American IPA
948,20.82,1.049,1.01,5.1,22.6,4.29,28.39,60,1.036,75,1.5,Specific Gravity,All Grain,0.75,15.56,Blonde Ale
949,23,1.052,1.013,5.14,36.89,8.02,25,60,1.048,76,4,Specific Gravity,All Grain,0.75,19,American Pale Ale
959,45.42,1.088,1.01,10.27,278.32,6.54,507.25,90,1.008,65,1.3,Specific Gravity,All Grain,0.5,24.44,Imperial IPA
966,20.82,1.055,1.009,6.04,35.91,3.52,22.71,70,1.05,75,1.3,Specific Gravity,All Grain,1.25,21.11,Saison
968,20.82,1.07,1.017,7.07,86.37,7.08,28.39,90,1.052,70,1.2,Specific Gravity,All Grain,1,21.11,American IPA
971,20,1.071,1.017,7.15,74.26,9.6,30,60,1.047,70,3,Specific Gravity,All Grain,0.5,17,American IPA
979,20,20.2204,3.81405,9.06,141.97,6.61,28.5,60,14.5,66,3,Plato,All Grain,1.25,17,Imperial IPA
980,20,1.061,1.012,6.49,68.61,8.01,28.5,60,1.043,65,3,Specific Gravity,All Grain,0.75,17,American IPA
981,9.46,1.064,1.011,6.92,62.93,4.56,15.14,60,1.04,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
985,17,1.064,1.016,6.29,66.34,5.59,24.6,60,1.044,70,2.9,Specific Gravity,All Grain,0.75,22,American IPA
986,79.49,1.048,1.014,4.5,40.89,29.58,83.28,60,1.046,68,1.5,Specific Gravity,All Grain,0.75,21.11,American Brown Ale
990,24.61,1.068,1.015,7.03,48.78,5.08,34.07,90,1.049,85,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
991,20.82,1.051,1.016,4.53,37.21,15.76,28.39,60,1.037,72,1.38,Specific Gravity,All Grain,0.5,18.33,American Amber Ale
1008,20.44,1.062,1.013,6.44,69.29,9.13,27.25,60,1.047,70,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
1011,20.82,1.043,1.011,4.13,46.74,10.82,26.5,60,1.034,60,1.25,Specific Gravity,All Grain,0.35,22.22,American Amber Ale
1014,40,1.042,1.01,4.18,10.08,3.74,50,60,1.034,70,3,Specific Gravity,All Grain,0.5,19,Witbier
1015,20.82,1.061,1.017,5.84,48.62,5.62,28.39,60,1.045,70,1.5,Specific Gravity,All Grain,0.75,20,American IPA
1017,20.82,1.065,1.013,6.8,85.26,8.56,28.39,60,1.048,60,1.5,Specific Gravity,All Grain,0.75,20,American IPA
1019,2050,1.046,1.012,4.54,11.26,8.8,2400,60,1.039,86,3,Specific Gravity,All Grain,1,22,Irish Red Ale
1023,20.82,1.062,1.011,6.75,34.94,4.24,32.18,90,1.04,70,1.25,Specific Gravity,All Grain,1,21.67,Saison
1031,20.82,1.056,1.012,5.73,29.7,6.58,26.5,60,1.044,70,1.5,Specific Gravity,All Grain,0.75,21.11,American Pale Ale
1034,500,1.051,1.011,5.29,41.33,5.18,650,90,1.039,75,3.5,Specific Gravity,All Grain,0.35,20,American Pale Ale
1045,20.06,1.07,1.013,7.43,110.98,8.56,28.39,60,1.049,70,0.7,Specific Gravity,All Grain,0.35,21.11,American IPA
1057,30,1.046,1.01,4.67,47.97,5.89,48,90,1.029,71.5,4,Specific Gravity,All Grain,0.35,20,American Amber Ale
1058,473.18,1.059,1.014,5.94,48.75,5.49,520.12,75,1.054,80,1.5,Specific Gravity,All Grain,1,20,American Pale Ale
1067,18.93,1.082,1.021,8.11,45.83,29.1,30.28,60,1.051,71.3,1.5,Specific Gravity,All Grain,1.25,15.56,Irish Red Ale
1072,80,1.063,1.011,6.83,39.78,11.88,90,60,1.056,75,3,Specific Gravity,All Grain,0.5,17,American IPA
1074,23,1.046,1.012,4.51,17.84,4.74,30,90,1.035,65,2.9,Specific Gravity,All Grain,0.5,21,Witbier
1076,20.82,1.05,1.014,4.72,22.45,13.93,28.39,60,1.037,75,1.5,Specific Gravity,All Grain,0.75,18.89,Irish Red Ale
1092,20.82,1.063,1.016,6.12,56.29,6.66,28.39,60,1.046,70,1.5,Specific Gravity,All Grain,0.75,22.22,American IPA
1093,20.82,1.053,1.009,5.7,18.2,38.06,17.03,60,1.065,70,1.3,Specific Gravity,All Grain,0.75,-7.22,American Stout
1106,19.68,1.068,1.014,7,80.59,6.42,23.47,60,1.057,70,1.3,Specific Gravity,All Grain,0.5,20,American IPA
1109,20.82,1.066,1.015,6.69,125.02,8.82,28.39,60,1.048,70,1.5,Specific Gravity,All Grain,2,15.56,American IPA
1112,20.82,1.069,1.015,7.11,70.09,7.28,28.39,60,1.05,70,1.5,Specific Gravity,All Grain,0.5,19.44,American IPA
1115,20.82,1.077,1.022,7.29,78.98,10.02,28.39,90,1.057,75,2,Specific Gravity,All Grain,0.35,18.33,American IPA
1116,23,1.062,1.011,6.65,44.88,6.79,29,75,1.049,70,2.5,Specific Gravity,All Grain,0.35,19,American Pale Ale
1117,20.82,1.06,1.008,6.83,34.3,4.47,28.39,60,1.044,70,1.5,Specific Gravity,All Grain,0.5,23.33,Saison
1119,20.82,1.053,1.009,5.67,59.09,6.03,28.39,60,1.039,75,1.5,Specific Gravity,All Grain,0.75,18.89,American Pale Ale
1122,21,1.083,1.018,8.58,72.7,4.68,24,90,1.073,70,3.1,Specific Gravity,All Grain,1,18,American IPA
1126,20.82,1.054,1.015,5.07,80.05,6.97,32.18,90,1.035,65,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
1128,22.71,1.088,1.015,9.58,140.85,7.16,30.28,60,1.066,70,1.5,Specific Gravity,All Grain,0.75,19.44,Imperial IPA
1130,18.93,1.07,1.018,6.79,17.78,6.45,24.61,60,1.054,70,1.5,Specific Gravity,All Grain,0.75,18.89,Blonde Ale
1136,20.82,1.055,1.011,5.87,36.57,13.73,28.39,60,1.041,70,1,Specific Gravity,All Grain,0.75,20,American Amber Ale
1139,25,12.9909,2.2995,5.72,66.43,8.18,30,60,10.9,58,3.2,Plato,All Grain,1,19,American IPA
1141,20.82,1.062,1.015,6.2,29.93,20.51,26.5,60,1.049,75,1.5,Specific Gravity,All Grain,0.75,19.44,American Brown Ale
1144,41.64,1.075,1.014,8.01,95.79,8.68,54.89,60,1.057,70,1.5,Specific Gravity,All Grain,1.25,20,Imperial IPA
1145,41.64,1.063,1.015,6.34,57.24,7.6,49.21,75,1.054,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
1148,19,1.062,1.019,5.7,24.95,5.48,25.8,90,1.039,70,2.7,Specific Gravity,All Grain,0.5,22,Saison
1149,22.71,1.058,1.011,6.19,95.14,8.07,26.5,60,1.05,57,2.29,Specific Gravity,All Grain,0.5,22.22,American IPA
1150,20.82,1.067,1.017,6.51,0,7.06,26.5,60,1.052,70,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA
1153,20.82,1.054,1.013,5.44,54.15,17.31,24.61,60,1.046,70,1.29,Specific Gravity,All Grain,0.35,20,American Amber Ale
1161,21,1.061,1.01,6.62,63.19,8.83,25,90,1.051,70,3,Specific Gravity,All Grain,0.5,20,American IPA
1163,41.64,1.043,1.01,4.34,21.02,4.4,45.69,60,1.039,73,1.5,Specific Gravity,All Grain,0.75,20,Blonde Ale
1165,1000,1.051,1.012,5.13,20.71,9.28,1200,60,1.042,75,3,Specific Gravity,All Grain,0.5,18,Irish Red Ale
1167,50,1.059,1.014,5.93,65.91,14.44,55,80,1.053,55,3,Specific Gravity,All Grain,0.75,22,American IPA
1175,44,1.063,1.013,6.74,70.79,4.98,53.7,70,1.051,65,4,Specific Gravity,All Grain,0.75,20,Saison
1179,20,1.07,1.013,7.48,41.97,17.09,28.5,60,1.049,65,2.5,Specific Gravity,All Grain,1,23,Irish Red Ale
1183,22.71,1.075,1.02,7.26,42.37,8.95,30.28,60,1.057,78,2,Specific Gravity,All Grain,0.75,18.33,American IPA
1185,41.64,1.056,1.017,5.12,24.47,5.01,49.21,90,1.045,75,1.5,Specific Gravity,All Grain,1.25,16.67,Blonde Ale
1189,20.82,1.063,1.015,6.27,62.86,6.39,23.39,75,1.056,75,1.76,Specific Gravity,All Grain,0.5,18.33,American IPA
1191,20.82,1.058,1.015,5.75,41.4,14.84,28.39,90,1.043,65,1.5,Specific Gravity,All Grain,0.75,16.67,American Amber Ale
1192,56,1.059,1.012,6.26,63.51,5.99,62,60,1.054,70,4.1,Specific Gravity,All Grain,0.35,20,American IPA
1197,42,1.053,1.012,5.4,22.25,17.68,50,75,1.044,72,3,Specific Gravity,All Grain,0.75,18,Irish Red Ale
1203,37.85,1.045,1.013,4.24,63.62,7.91,45.42,60,1.037,75,1.75,Specific Gravity,All Grain,0.5,20.56,American IPA
1206,60,1.055,1.01,5.82,38.87,6.56,60,60,1.055,73,3,Specific Gravity,All Grain,0.75,20,American IPA
1207,21.77,1.052,1.012,5.3,35.37,15.81,24.61,60,1.046,75,1.45,Specific Gravity,All Grain,0.35,20,American Amber Ale
1208,20.82,1.067,1.018,6.38,63.79,8.37,24.61,60,1.056,70,1.5,Specific Gravity,All Grain,0.75,20,American Pale Ale
1218,18.93,1.074,1.022,7.19,97.22,4.4,23.47,90,1.048,70,1.5,Specific Gravity,All Grain,1,21.11,American IPA
1222,21,1.06,1.011,6.44,57.57,8.47,28.4,60,1.044,63,3,Specific Gravity,All Grain,0.35,18,American IPA
1228,108,10.785,2.01711,4.65,17.29,3.56,116,60,10.1,79,3,Plato,All Grain,0.75,22,Blonde Ale
1229,18.93,1.098,1.024,9.64,38.6,27.65,28.39,60,1.065,80,20,Specific Gravity,All Grain,0.5,20,American Brown Ale
1230,19.87,1.053,1.014,5.15,72.58,3.79,24.61,60,1.043,70,1.5,Specific Gravity,All Grain,0.75,18.33,American Pale Ale
1240,10.41,1.047,1.008,5.04,31.31,5.62,14.2,60,1.028,70,1.25,Specific Gravity,All Grain,0.35,22.22,Saison
1241,18.93,1.08,1.021,7.8,76.17,5.06,25.74,60,1.059,67,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
1246,23,1.066,1.017,6.4,53.35,6.13,28.5,60,1.053,75,3,Specific Gravity,All Grain,1,20,American IPA
1249,20.82,1.048,1.012,4.74,18.89,4.35,24.61,60,1.041,70,1.5,Specific Gravity,All Grain,0.75,20.56,Witbier
1253,20.82,1.081,1.019,8.14,109.41,6.29,28.39,60,1.059,70,1.5,Specific Gravity,All Grain,0.5,20,American IPA
1263,20,1.07,1.018,6.87,88.43,11.22,24,60,1.059,68,3.2,Specific Gravity,All Grain,1,19,American IPA
1264,17.03,1.052,1.011,5.39,45.93,4.5,21.48,75,1.042,75,3,Specific Gravity,All Grain,0.5,20,American Pale Ale
1267,37.85,1.055,1.011,5.75,23.84,5.71,45.42,75,1.046,75,1.25,Specific Gravity,All Grain,0.5,24.44,Saison
1276,19.87,1.045,1.01,4.54,10.7,41.19,23.66,0,1.038,75,1.25,Specific Gravity,All Grain,1,15.56,American Stout
1278,3.79,1.075,1.013,8.21,43.46,13.55,5.68,90,1.05,55,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
1285,20.82,1.046,1.01,4.67,22.61,6.2,26.5,90,1.036,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
1292,20.82,1.081,1.015,8.7,133.84,12.83,28.39,90,1.06,65,1.5,Specific Gravity,All Grain,1,21.11,American IPA
1294,18.93,1.103,1.027,9.99,173.51,50,24.61,60,1.079,59,1.5,Specific Gravity,All Grain,0.75,18.89,American Stout
1299,24.61,1.063,1.011,6.71,90.3,6.55,30.28,60,1.051,60,1.75,Specific Gravity,All Grain,1,18.33,American IPA
1301,20.82,1.069,1.014,7.18,65.33,4.5,26.5,60,1.054,72,1.5,Specific Gravity,All Grain,0.75,26.67,American IPA
1308,21,1.065,1.019,6.13,41.96,5.8,26,60,1.053,70,2.5,Specific Gravity,All Grain,0.5,21,American IPA
1314,23,1.053,1.01,5.63,24.36,4.4,28,60,1.044,80,3,Specific Gravity,All Grain,0.75,19,Blonde Ale
1320,16.66,1.053,1.01,5.66,45.98,7.28,23.02,45,1.039,65,1.5,Specific Gravity,All Grain,0.75,18.89,American Pale Ale
1323,24.61,1.064,1.013,6.62,20.63,6.99,28.39,60,1.055,65,1.5,Specific Gravity,All Grain,0.75,33.33,Saison
1326,18.93,1.055,1.01,5.85,37.29,12.7,25.55,90,1.041,77,1.5,Specific Gravity,All Grain,0.35,21.11,Saison
1331,39.75,1.074,1.01,8.3,214.23,6.26,53,60,1.055,81,1.25,Specific Gravity,All Grain,1,20,American IPA
1333,26,1.062,1.014,6.31,43.22,4.32,31,60,1.052,71,3,Specific Gravity,All Grain,0.75,20,American Pale Ale
1334,22,1.065,1.016,6.46,57.63,12.11,28,60,1.051,75,4.2,Specific Gravity,All Grain,0.5,20,American IPA
1336,26,1.064,1.012,6.72,40.24,4.9,31.34,60,1.049,75,2.5,Specific Gravity,All Grain,0.35,18,American IPA
1342,20.82,1.065,1.015,6.48,71.22,7.37,25.55,60,1.053,75,0.86,Specific Gravity,All Grain,0.5,22.22,American IPA
1346,32.8,1.057,1.012,5.96,43.71,9.55,36,70,1.052,76,3.5,Specific Gravity,All Grain,1,20,American IPA
1353,21,1.047,1.013,4.44,67.48,7.76,25,60,1.039,70,4.2,Specific Gravity,All Grain,0.35,19,American Pale Ale
1362,19.87,1.057,1.013,5.68,58.42,5.36,26.5,60,1.043,72,1.25,Specific Gravity,All Grain,0.5,17.22,American IPA
1363,44,1.037,1.007,3.92,17.59,5.02,55,90,1.03,82,3,Specific Gravity,All Grain,0.5,18,Blonde Ale
1368,43.53,1.056,1.014,5.57,39.88,14.66,51.1,60,1.048,74,1.5,Specific Gravity,All Grain,1,18.33,American Amber Ale
1371,18.93,1.061,1.017,5.81,38.19,18.84,26.5,60,1.043,70,1.2,Specific Gravity,All Grain,0.35,20,Irish Red Ale
1373,435.32,1.057,1.014,5.67,37.97,4.29,454.25,75,1.055,78,1.75,Specific Gravity,All Grain,0.35,18.33,American Pale Ale
1375,21,1.051,1.011,5.14,34.68,5.42,25,60,1.043,60,3.2,Specific Gravity,All Grain,0.5,19,American IPA
1378,200,1.052,1.01,5.63,28.99,15.93,230,90,1.046,75,4,Specific Gravity,All Grain,0.35,21,American Amber Ale
1383,41.64,1.067,1.026,5.45,81.23,40,49.21,60,1.054,78,1.25,Specific Gravity,All Grain,0.75,19.44,American Stout
1388,24,1.045,1.008,4.97,33.58,8.88,28,60,1.039,70,4,Specific Gravity,All Grain,0.35,20,American Pale Ale
1394,18.93,1.064,1.015,6.41,64.33,10.64,22.71,60,1.053,63,1.75,Specific Gravity,All Grain,0.75,16.67,American IPA
1401,22.71,1.076,1.018,7.65,260.52,7.13,28.39,90,1.061,70,1.5,Specific Gravity,All Grain,0.5,19.44,American IPA
1402,24.61,1.056,1.014,5.59,21.29,14.02,28.39,60,1.048,70,1.5,Specific Gravity,All Grain,0.75,20,American Amber Ale
1403,15,1.048,1.014,4.48,19.74,18.77,20,60,1.036,73,3,Specific Gravity,All Grain,1,19,Irish Red Ale
1414,20.82,1.053,1.014,5.17,21.83,5.3,28.39,60,1.039,60,1.5,Specific Gravity,All Grain,1.25,18.89,Blonde Ale
1418,49,11.5784,3.16255,4.49,36.32,2.74,56,90,10.2,87,2.7,Plato,All Grain,0.5,19,American Pale Ale
1420,18.93,1.071,1.016,7.2,53.19,6.04,28.39,60,1.047,70,1.3,Specific Gravity,All Grain,0.75,18.33,American IPA
1421,25,1.065,1.011,7.07,57.27,7.03,29,60,1.056,70,3,Specific Gravity,All Grain,1,18,American IPA
1424,20.82,1.048,1.014,4.48,30.61,14.4,28.39,60,1.035,70,1.25,Specific Gravity,All Grain,0.75,20,Irish Red Ale
1429,24.61,1.071,1.015,7.36,118.84,8.06,34.07,90,1.045,75,1.5,Specific Gravity,All Grain,1.25,13.89,Imperial IPA
1431,85,1.058,1.014,5.78,58.84,6.55,100,90,1.049,78,3,Specific Gravity,All Grain,0.75,18,American IPA
1433,18.93,1.054,1.016,5,38.02,37.84,26.5,90,1.039,55,1.5,Specific Gravity,All Grain,0.35,18.89,American Stout
1438,45.42,1.061,1.006,7.22,28.21,3.06,53,90,1.052,90,1.3,Specific Gravity,All Grain,1,21.11,Saison
1450,22.71,1.081,1.009,9.42,133.86,4.9,30.28,60,1.055,71,1.5,Specific Gravity,All Grain,0.75,17.22,Imperial IPA
1452,20,1.048,1.01,5.07,64.21,7.61,26,60,1.037,69,4,Specific Gravity,All Grain,0.35,18,American Pale Ale
1460,25,1.056,1.012,5.79,53.14,5.59,28,80,1.05,80,3,Specific Gravity,All Grain,0.75,18,American IPA
1461,20.82,1.062,1.015,6.24,150.94,8.18,24.61,60,1.053,70,1.25,Specific Gravity,All Grain,0.35,20,Blonde Ale
1462,20.82,1.074,1.019,7.16,89.7,9.59,26.5,60,1.058,75,1.25,Specific Gravity,All Grain,1,20,American IPA
1465,20.82,1.037,1.007,3.99,22.24,7.19,24.61,60,1.031,70,1.5,Specific Gravity,All Grain,0.75,23.89,Saison
1470,20.82,1.067,1.013,7.09,64.2,37.33,28.39,90,1.049,80,1.5,Specific Gravity,All Grain,1,20,American Stout
1472,19,1.055,1.009,6.06,38.93,7.06,24,60,1.044,60,3,Specific Gravity,All Grain,0.5,18,American Pale Ale
1476,23,1.044,1.01,4.44,32.82,4,28.5,70,1.036,70,5,Specific Gravity,All Grain,0.5,19,American Pale Ale
1477,22.71,1.062,1.006,7.39,56.93,7.65,28.01,75,1.047,73,1.69,Specific Gravity,All Grain,0.75,17.78,American IPA
1482,25,1.055,1.009,5.97,71.41,7.82,31,60,1.044,62,3,Specific Gravity,All Grain,0.35,20,American IPA
1492,20.82,1.052,1.014,4.96,36.27,9.58,24.61,60,1.044,70,2,Specific Gravity,All Grain,1.25,16.67,American Pale Ale
1495,29,1.042,1.011,4.1,30.01,7.64,35,60,1.035,77,3,Specific Gravity,All Grain,0.75,20,American Pale Ale
1498,24.61,1.042,1.006,4.75,11.38,3,30.28,90,1.031,70,1.5,Specific Gravity,All Grain,0.75,16.67,Blonde Ale
1501,23.66,1.065,1.012,6.97,181.41,5.42,29.34,90,1.052,64,1.33,Specific Gravity,All Grain,1,18.33,Imperial IPA
1505,37.85,1.056,1.01,5.99,37.54,6.59,45.42,60,1.046,75,1.25,Specific Gravity,All Grain,0.35,20,American Pale Ale
1511,23,1.057,1.011,5.94,33.02,6.24,28.4,60,1.04,75,3.1,Specific Gravity,All Grain,1,18,American Pale Ale
1512,20,14.1121,2.87792,6.05,26.86,6.64,22,60,12.9,65,3,Plato,All Grain,0.5,26,Saison
1522,20,1.047,1.005,5.4,13.17,3.74,30,90,1.031,65,2.7,Specific Gravity,All Grain,0.75,18,Witbier
1523,40,1.037,1.011,3.47,29.34,7.19,45,60,1.031,97,3,Specific Gravity,All Grain,0.75,20,American IPA
1537,42,1.067,1.016,6.63,64.09,8.43,54.2,60,1.052,80,2.5,Specific Gravity,All Grain,1.25,20,American IPA
1542,37.85,1.065,1.014,6.79,33.89,4.33,45.42,60,1.054,78,1.5,Specific Gravity,All Grain,0.35,22.22,Saison
1545,48,11.4851,2.84763,4.6,29.26,3.81,55,80,10.1,87,2.88,Plato,All Grain,0.5,18,American Pale Ale
1548,50,1.059,1.017,5.48,36.61,6.07,65,90,1.045,75,4.2,Specific Gravity,All Grain,1,20,American Pale Ale
1552,20.82,1.053,1,6.98,22.56,9.44,27.56,60,1.04,68,1.25,Specific Gravity,All Grain,0.75,29.44,Saison
1553,20.82,1.059,1.017,5.57,22.46,6.34,30.28,75,1.041,77,1.5,Specific Gravity,All Grain,0.75,20,Blonde Ale
1554,41.64,1.042,1.01,4.3,22.53,3.13,49.21,60,1.036,70,1.25,Specific Gravity,All Grain,0.35,18.33,American Pale Ale
1563,39.75,1.07,1.014,7.44,52.92,9.97,49.21,60,1.057,90,1.25,Specific Gravity,All Grain,0.75,20,American IPA
1564,18.9,1.057,1.011,6.08,52.71,6.78,24,60,1.045,70,3.1,Specific Gravity,All Grain,0.35,70,American Pale Ale
1569,20.82,1.068,1.011,7.45,64.36,6.17,24.61,60,1.058,70,1.5,Specific Gravity,All Grain,1,18.33,American IPA
1571,32,1.054,1.01,5.72,51.88,9.16,25,60,1.069,80,3,Specific Gravity,All Grain,1.5,18,American Light Lager
1578,20.82,1.047,1.012,4.6,24.39,19.41,28.39,60,1.034,65,2,Specific Gravity,All Grain,0.5,21.11,Irish Red Ale
1580,170.34,1.061,1.014,6.25,40.76,6.4,177.91,75,1.059,70,1.1,Specific Gravity,All Grain,1.25,19.44,American Pale Ale
1582,18.93,1.059,1.014,5.98,30.8,13.15,28.39,60,1.04,75,1.25,Specific Gravity,All Grain,0.35,20,Saison
1583,20.82,1.081,1.02,7.91,250.56,11.15,28.39,60,1.059,70,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
1587,41.64,1.072,1.013,7.77,77.5,7.76,56.4,60,1.053,80,1.25,Specific Gravity,All Grain,0.75,18.89,American Light Lager
1588,20.82,1.061,1.011,6.68,37.77,42.69,28.39,60,1.045,70,1.5,Specific Gravity,All Grain,0.5,20,American Stout
1597,22.71,1.042,1.012,3.92,124.24,30.18,30.28,60,1.031,70,16,Specific Gravity,All Grain,0.35,21.11,American Light Lager
1600,21,1.054,1.007,6.11,37.64,4.91,28.5,60,1.04,60,3,Specific Gravity,All Grain,0.5,27,Saison
1601,20.82,1.063,1.015,6.33,58.52,9.96,24.61,60,1.053,75,1.1,Specific Gravity,All Grain,0.75,22.22,American IPA
1603,17,1.054,1.014,5.34,26.81,3.61,20,60,1.046,72,3,Specific Gravity,All Grain,0.75,20,Witbier
1605,18.93,1.057,1.016,5.34,33.4,3.91,27.63,60,1.039,70,7,Specific Gravity,All Grain,0.35,18.89,American IPA
1607,30,1.044,1.01,4.43,30.88,9.39,38,80,1.035,75,3,Specific Gravity,All Grain,0.75,18,American Pale Ale
1608,3520.43,15.6493,2.90855,6.9,38.82,10.74,3520.43,90,15.6,70,1.5,Plato,All Grain,1.25,23.89,Saison
1611,18.93,1.067,1.015,6.81,43.09,7.79,24.61,60,1.051,70,1.3,Specific Gravity,All Grain,1,32.22,Saison
1620,20.82,1.062,1.014,6.25,55.88,5.62,28.39,60,1.045,75,1.5,Specific Gravity,All Grain,0.75,20,American IPA
1624,20.82,1.041,1.007,4.42,24.55,3.67,26.5,60,1.032,58,2,Specific Gravity,All Grain,0.75,20,Saison
1625,20.82,10.9735,2.93114,4.28,23.56,4.82,24.61,60,9.3,60,1.5,Plato,All Grain,0.75,20,Blonde Ale
1633,24.61,1.067,1.017,6.52,72.07,5.79,30.28,60,1.054,80,1.6,Specific Gravity,All Grain,0.75,18.33,American IPA
1636,20.82,1.067,1.016,6.69,51.14,12.73,24.61,60,1.057,75,1.5,Specific Gravity,All Grain,0.75,15.56,American IPA
1646,18.93,1.042,1.011,4.04,16.47,3.45,26.5,75,1.03,65,1.35,Specific Gravity,All Grain,0.75,20,Witbier
1652,41.64,1.057,1.014,5.72,15.9,14.23,52.24,90,1.046,75,1.5,Specific Gravity,All Grain,0.75,20,Irish Red Ale
1656,20.82,1.079,1.02,7.8,108.06,25.7,28.39,60,1.058,70,1.5,Specific Gravity,All Grain,0.35,20,American Pale Ale
1657,9.46,1.071,1.015,7.38,72.78,7.4,13.25,60,1.051,73,1.7,Specific Gravity,All Grain,0.5,18.33,American IPA
1658,21.96,1.059,1.016,5.64,24.51,3.46,27.25,60,1.047,84,1.5,Specific Gravity,All Grain,1,18.33,Blonde Ale
1659,19.87,1.066,1.016,6.61,30.44,7.76,24.61,60,1.053,84,1.25,Specific Gravity,All Grain,0.35,18.33,American Pale Ale
1660,25,1.051,1.007,5.75,37.91,4.44,30,60,1.043,70,3,Specific Gravity,All Grain,1.5,12,American Light Lager
1665,20.82,1.056,1.015,5.32,40.69,9.52,24.61,60,1.047,70,1.5,Specific Gravity,All Grain,0.5,21.11,American Pale Ale
1672,24.98,1.055,1.01,5.96,16.06,4.49,28.39,60,1.049,78,1.5,Specific Gravity,All Grain,0.5,18.33,Blonde Ale
1674,21,1.085,1.024,8.04,49.06,6.6,28.5,60,1.063,60,3,Specific Gravity,All Grain,0.75,21,American IPA
1676,20.82,1.066,1.015,6.72,140.54,4.78,24.61,60,1.056,74,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
1689,20.82,1.052,1.011,5.36,21.98,4.49,28.39,60,1.038,75,1,Specific Gravity,All Grain,0.75,17.78,Blonde Ale
1692,20.82,1.053,1.014,5.24,16.09,4.42,28.39,90,1.039,60,1.25,Specific Gravity,All Grain,0.75,20,Witbier
1697,20.82,1.06,1.013,6.15,31.47,9.39,28.39,90,1.044,77,1.25,Specific Gravity,All Grain,0.5,31.67,Saison
1701,20.82,1.053,1.009,5.73,35.35,6.32,26.5,60,1.042,86,1.33,Specific Gravity,All Grain,0.35,10,American Pale Ale
1705,70,1.039,1.009,3.95,47.27,3.87,73,60,1.037,60,3,Specific Gravity,All Grain,0.35,17,American Pale Ale
1706,22,1.043,1.007,4.66,30,6.49,28.5,70,1.033,70,5,Specific Gravity,All Grain,0.35,19,American Pale Ale
1708,20.82,1.059,1.014,6.21,65.31,9.77,26.5,60,1.047,75,1.5,Specific Gravity,All Grain,0.5,20,American IPA
1709,41.64,1.055,1.011,5.75,39.37,23.43,49.21,60,1.047,70,1.5,Specific Gravity,All Grain,0.5,20,American Brown Ale
1711,23,1.044,1.007,4.86,38.5,4.41,28,60,1.037,70,3.4,Specific Gravity,All Grain,0.35,22,American Pale Ale
1712,20.82,1.041,1.01,4.12,46.83,4.27,24.61,60,1.035,68,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
1713,22.5,1.064,1.013,6.77,70.34,17.57,26,90,1.056,75,2,Specific Gravity,All Grain,1,18,American Amber Ale
1716,39.75,1.089,1.017,9.42,119.24,8.38,45.42,60,1.078,70,2.81,Specific Gravity,All Grain,1,20,Imperial IPA
1721,20.82,1.055,1.01,5.79,63.99,7.33,28.39,90,1.04,75,1.5,Specific Gravity,All Grain,0.75,17.78,American Pale Ale
1730,18.93,1.073,1.014,7.76,89.82,6.77,24.61,75,1.056,55,1.5,Specific Gravity,All Grain,0.5,20,American IPA
1731,26,1.066,1.014,6.81,63.06,6.84,32,90,1.053,85,4.5,Specific Gravity,All Grain,0.35,20,American IPA
1735,586.74,1.051,1.012,5.16,20.26,3.76,673.8,60,1.045,65,1.33,Specific Gravity,All Grain,0.35,19.44,Blonde Ale
1739,17,1.055,1.014,5.4,53.68,16.54,22,60,1.042,60,2.5,Specific Gravity,All Grain,0.35,19,American Amber Ale
1743,42,1.049,1.003,6.11,26.34,3.53,40,60,1.052,73,2.2,Specific Gravity,All Grain,0.75,22,Saison
1745,20.82,1.072,1.018,7.05,57.54,10.36,28.39,60,1.052,75,1.5,Specific Gravity,All Grain,1,18.33,American IPA
